order_id,order_date,product_id,product_name,category,channel,units,base_price,discount_pct,final_price,revenue,cogs,profit,profit_margin_pct
O005854,2024-05-05,P018,Product 18,Supplements,Email,1,174.09,0.1,156.68,156.68,78.34,78.34,0.5
O005855,2024-06-16,P040,Product 40,Electronics,Referral,1,157.87,0.415,83.17,83.17,106.56,-23.39,-0.281
O005856,2024-07-28,P016,Product 16,Supplements,Facebook,3,85.76,0.284,55.24,165.71,104.19,61.52,0.371
O005857,2025-06-02,P005,Product 5,Supplements,Email,3,175.24,0.192,127.38,382.15,212.92,169.23,0.443
O005858,2024-12-01,P025,Product 25,Home,Facebook,1,106.61,0.189,112.38,112.38,76.22,36.16,0.322
O005859,2024-07-22,P023,Product 23,Accessories,Referral,1,57.72,0.113,46.07,46.07,15.58,30.48,0.662
O005860,2024-10-06,P022,Product 22,Beauty,Google,1,71.35,0.277,51.61,51.61,24.97,26.64,0.516
O005861,2025-06-07,P044,Product 44,Supplements,Referral,1,28.7,0.25,19.37,19.37,11.62,7.75,0.4
O005862,2024-04-16,P033,Product 33,Home,Organic,2,23.37,0.397,14.08,28.16,25.7,2.46,0.087
O005863,2024-08-22,P023,Product 23,Accessories,Email,2,57.72,0.131,45.12,90.24,31.17,59.07,0.655
O005864,2024-08-30,P050,Product 50,Supplements,Facebook,1,37.12,0.124,29.27,29.27,15.04,14.24,0.486
O005865,2024-09-20,P022,Product 22,Beauty,Referral,2,71.35,0.143,61.18,122.37,49.95,72.42,0.592
O005866,2025-06-20,P009,Product 9,Beauty,Organic,1,48.64,0.132,38.01,38.01,15.32,22.69,0.597
O005867,2024-04-27,P030,Product 30,Accessories,Email,1,194.37,0.167,161.92,161.92,58.31,103.61,0.64
O005868,2024-10-07,P036,Product 36,Beauty,Organic,1,193.57,0.26,143.28,143.28,67.75,75.53,0.527
O005869,2024-03-20,P048,Product 48,Accessories,Referral,2,149.98,0.083,137.57,275.13,89.99,185.15,0.673
O005870,2025-04-27,P027,Product 27,Home,Referral,1,48.71,0.157,41.08,41.08,26.79,14.29,0.348
O005871,2024-12-20,P042,Product 42,Supplements,Referral,1,51.79,0.218,52.65,52.65,30.29,22.35,0.425
O005872,2024-11-08,P023,Product 23,Accessories,Google,1,57.72,0.217,58.73,58.73,22.51,36.22,0.617
O005873,2024-07-03,P036,Product 36,Beauty,Referral,3,193.57,0.355,112.3,336.91,182.93,153.98,0.457
O005874,2025-05-12,P026,Product 26,Supplements,Referral,1,183.22,0.298,128.61,128.61,82.45,46.16,0.359
O005875,2025-02-23,P050,Product 50,Supplements,Organic,1,37.12,0.177,30.55,30.55,16.71,13.85,0.453
O005876,2024-01-23,P015,Product 15,Home,Google,1,82.78,0.242,62.77,62.77,45.53,17.24,0.275
O005877,2025-01-06,P035,Product 35,Beauty,Facebook,2,114.84,0.218,89.86,179.73,80.39,99.34,0.553
O005878,2025-01-20,P050,Product 50,Supplements,Email,3,37.12,0.132,32.21,96.64,50.12,46.52,0.481
O005879,2024-07-13,P032,Product 32,Beauty,Email,1,180.54,0.145,138.93,138.93,56.87,82.06,0.591
O005880,2025-03-28,P016,Product 16,Supplements,Google,1,85.76,0.21,67.72,67.72,38.59,29.13,0.43
O005881,2024-11-12,P034,Product 34,Accessories,Google,2,86.91,0.138,97.39,194.77,67.79,126.98,0.652
O005882,2024-03-09,P034,Product 34,Accessories,Organic,1,86.91,0.168,72.28,72.28,26.07,46.21,0.639
O005883,2025-03-07,P042,Product 42,Supplements,Google,1,51.79,0.258,38.41,38.41,23.3,15.11,0.393
O005884,2024-11-12,P032,Product 32,Beauty,Facebook,1,180.54,0.15,199.52,199.52,82.15,117.37,0.588
O005885,2024-05-20,P017,Product 17,Home,Organic,1,124.6,0.246,93.96,93.96,68.53,25.44,0.271
O005886,2024-10-06,P024,Product 24,Home,Organic,1,96.43,0.251,72.19,72.19,53.04,19.16,0.265
O005887,2025-01-15,P046,Product 46,Electronics,Facebook,2,130.31,0.182,106.61,213.22,195.47,17.75,0.083
O005888,2024-06-27,P034,Product 34,Accessories,Google,1,86.91,0.128,68.21,68.21,23.46,44.74,0.656
O005889,2025-05-12,P036,Product 36,Beauty,Organic,1,193.57,0.116,171.21,171.21,67.75,103.46,0.604
O005890,2025-06-30,P001,Product 1,Home,Organic,1,190.88,0.381,106.27,106.27,94.49,11.78,0.111
O005891,2025-04-10,P045,Product 45,Beauty,Facebook,1,36.44,0.324,24.64,24.64,12.75,11.89,0.482
O005892,2024-06-04,P011,Product 11,Beauty,Organic,3,112.08,0.302,70.38,211.15,105.92,105.23,0.498
O005893,2024-12-28,P006,Product 6,Home,Facebook,1,41.43,0.223,41.86,41.86,29.62,12.24,0.292
O005894,2025-06-09,P025,Product 25,Home,Email,3,106.61,0.09,87.33,261.98,158.31,103.66,0.396
O005895,2025-01-28,P042,Product 42,Supplements,Google,2,51.79,0.081,47.57,95.13,46.61,48.53,0.51
O005896,2025-06-08,P017,Product 17,Home,Email,1,124.6,0.324,75.84,75.84,61.68,14.16,0.187
O005897,2024-09-10,P037,Product 37,Home,Google,1,115.4,0.193,93.17,93.17,63.47,29.7,0.319
O005898,2025-01-29,P008,Product 8,Beauty,Email,1,148.57,0.186,120.92,120.92,52.0,68.92,0.57
O005899,2024-09-15,P006,Product 6,Home,Facebook,1,41.43,0.237,31.6,31.6,22.79,8.81,0.279
O005900,2024-06-09,P038,Product 38,Electronics,Google,3,69.81,0.369,39.64,118.91,141.37,-22.46,-0.189
O005901,2024-06-20,P041,Product 41,Home,Organic,2,69.3,0.182,51.01,102.02,68.6,33.42,0.328
O005902,2024-08-21,P037,Product 37,Home,Referral,1,115.4,0.186,84.59,84.59,57.12,27.46,0.325
O005903,2025-04-13,P009,Product 9,Beauty,Email,2,48.64,0.224,37.77,75.53,34.05,41.48,0.549
O005904,2024-09-19,P023,Product 23,Accessories,Organic,2,57.72,0.362,36.8,73.6,34.63,38.97,0.529
O005905,2024-09-22,P022,Product 22,Beauty,Facebook,2,71.35,0.15,60.66,121.32,49.95,71.38,0.588
O005906,2024-11-20,P019,Product 19,Accessories,Facebook,1,98.34,0.246,96.4,96.4,38.35,58.04,0.602
O005907,2024-07-01,P026,Product 26,Supplements,Organic,3,183.22,0.2,131.93,395.78,222.62,173.16,0.438
O005908,2024-12-04,P047,Product 47,Beauty,Organic,1,32.65,0.151,36.06,36.06,14.86,21.2,0.588
O005909,2024-06-04,P038,Product 38,Electronics,Facebook,1,69.81,0.292,44.46,44.46,47.12,-2.67,-0.06
O005910,2025-01-20,P033,Product 33,Home,Facebook,1,23.37,0.244,17.67,17.67,12.85,4.82,0.273
O005911,2024-07-11,P033,Product 33,Home,Organic,2,23.37,0.314,14.42,28.85,23.13,5.72,0.198
O005912,2024-08-19,P050,Product 50,Supplements,Google,3,37.12,0.134,28.92,86.77,45.11,41.67,0.48
O005913,2024-05-29,P033,Product 33,Home,Email,1,23.37,0.213,18.39,18.39,12.85,5.54,0.301
O005914,2024-12-05,P016,Product 16,Supplements,Organic,2,85.76,0.239,84.87,169.75,100.33,69.41,0.409
O005915,2024-08-21,P036,Product 36,Beauty,Referral,3,193.57,0.178,143.13,429.4,182.93,246.47,0.574
O005916,2025-04-11,P021,Product 21,Home,Facebook,1,119.21,0.444,66.24,66.24,65.56,0.67,0.01
O005917,2024-05-10,P005,Product 5,Supplements,Facebook,1,175.24,0.458,95.04,95.04,78.86,16.19,0.17
O005918,2025-06-03,P041,Product 41,Home,Google,1,69.3,0.266,45.8,45.8,34.3,11.5,0.251
O005919,2024-01-18,P003,Product 3,Accessories,Email,2,43.86,0.122,38.52,77.05,26.32,50.73,0.658
O005920,2025-02-03,P022,Product 22,Beauty,Google,1,71.35,0.327,48.03,48.03,24.97,23.06,0.48
O005921,2024-09-20,P018,Product 18,Supplements,Referral,1,174.09,0.241,132.07,132.07,78.34,53.73,0.407
O005922,2025-04-13,P047,Product 47,Beauty,Organic,1,32.65,0.117,28.85,28.85,11.43,17.42,0.604
O005923,2025-06-11,P027,Product 27,Home,Organic,1,48.71,0.142,37.61,37.61,24.11,13.5,0.359
O005924,2024-08-16,P024,Product 24,Home,Google,1,96.43,0.115,76.82,76.82,47.73,29.09,0.379
O005925,2024-10-24,P011,Product 11,Beauty,Organic,1,112.08,0.2,89.62,89.62,39.23,50.39,0.562
O005926,2025-05-17,P028,Product 28,Home,Organic,3,72.67,0.165,60.65,181.96,119.9,62.06,0.341
O005927,2024-05-20,P033,Product 33,Home,Facebook,1,23.37,0.346,15.29,15.29,12.85,2.44,0.16
O005928,2024-09-30,P027,Product 27,Home,Referral,3,48.71,0.175,40.19,120.58,80.38,40.21,0.333
O005929,2024-07-13,P001,Product 1,Home,Organic,1,190.88,0.332,114.75,114.75,94.49,20.26,0.177
O005930,2025-01-29,P021,Product 21,Home,Google,1,119.21,0.212,93.9,93.9,65.56,28.33,0.302
O005931,2025-04-12,P003,Product 3,Accessories,Email,3,43.86,0.141,37.67,113.01,39.48,73.53,0.651
O005932,2024-10-15,P005,Product 5,Supplements,Facebook,2,175.24,0.09,159.4,318.8,157.72,161.08,0.505
O005933,2025-04-14,P041,Product 41,Home,Email,1,69.3,0.172,57.4,57.4,38.11,19.29,0.336
O005934,2024-11-29,P010,Product 10,Accessories,Facebook,1,129.23,0.4,100.75,100.75,50.4,50.35,0.5
O005935,2024-12-02,P050,Product 50,Supplements,Organic,2,37.12,0.109,42.99,85.98,43.44,42.55,0.495
O005936,2025-03-04,P029,Product 29,Beauty,Facebook,1,120.02,0.229,92.51,92.51,42.01,50.5,0.546
O005937,2025-04-18,P025,Product 25,Home,Facebook,1,106.61,0.209,84.35,84.35,58.63,25.71,0.305
O005938,2024-07-20,P006,Product 6,Home,Referral,3,41.43,0.153,31.59,94.77,61.52,33.25,0.351
O005939,2024-10-02,P025,Product 25,Home,Email,2,106.61,0.197,85.57,171.14,117.27,53.87,0.315
O005940,2024-02-21,P030,Product 30,Accessories,Organic,1,194.37,0.255,144.82,144.82,58.31,86.51,0.597
O005941,2024-03-06,P049,Product 49,Supplements,Google,1,118.83,0.162,99.61,99.61,53.47,46.13,0.463
O005942,2025-01-18,P019,Product 19,Accessories,Facebook,1,98.34,0.384,60.6,60.6,29.5,31.1,0.513
O005943,2024-06-27,P045,Product 45,Beauty,Organic,1,36.44,0.219,25.61,25.61,11.48,14.13,0.552
O005944,2025-03-15,P031,Product 31,Beauty,Referral,2,98.2,0.284,70.28,140.56,68.74,71.82,0.511
O005945,2024-12-02,P030,Product 30,Accessories,Google,1,194.37,0.328,169.91,169.91,75.81,94.1,0.554
O005946,2024-10-13,P003,Product 3,Accessories,Email,1,43.86,0.114,38.86,38.86,13.16,25.7,0.661
O005947,2025-02-01,P024,Product 24,Home,Referral,1,96.43,0.317,65.91,65.91,53.04,12.87,0.195
O005948,2024-07-13,P021,Product 21,Home,Organic,2,119.21,0.162,89.91,179.82,118.02,61.8,0.344
O005949,2024-02-25,P023,Product 23,Accessories,Email,2,57.72,0.249,43.35,86.71,34.63,52.08,0.601
O005950,2024-07-18,P023,Product 23,Accessories,Referral,1,57.72,0.136,44.88,44.88,15.58,29.3,0.653
O005951,2024-11-02,P031,Product 31,Beauty,Referral,1,98.2,0.157,107.63,107.63,44.68,62.95,0.585
O005952,2025-01-24,P020,Product 20,Beauty,Organic,1,190.54,0.174,157.43,157.43,66.69,90.74,0.576
O005953,2024-02-25,P033,Product 33,Home,Organic,1,23.37,0.236,17.85,17.85,12.85,5.0,0.28
O005954,2024-12-06,P009,Product 9,Beauty,Email,3,48.64,0.223,49.15,147.44,66.39,81.05,0.55
O005955,2024-01-11,P012,Product 12,Home,Email,2,19.27,0.239,14.66,29.32,21.19,8.13,0.277
O005956,2024-05-26,P026,Product 26,Supplements,Facebook,1,183.22,0.18,150.3,150.3,82.45,67.85,0.451
O005957,2024-03-03,P021,Product 21,Home,Organic,2,119.21,0.317,81.42,162.85,131.13,31.72,0.195
O005958,2024-01-23,P037,Product 37,Home,Organic,2,115.4,0.133,100.1,200.2,126.94,73.27,0.366
O005959,2025-06-22,P017,Product 17,Home,Google,1,124.6,0.346,73.29,73.29,61.68,11.62,0.158
O005960,2024-12-16,P035,Product 35,Beauty,Referral,2,114.84,0.099,134.49,268.97,104.51,164.47,0.611
O005961,2024-08-17,P033,Product 33,Home,Facebook,1,23.37,0.128,18.35,18.35,11.57,6.78,0.37
O005962,2024-01-08,P034,Product 34,Accessories,Facebook,1,86.91,0.088,79.27,79.27,26.07,53.19,0.671
O005963,2025-04-27,P032,Product 32,Beauty,Referral,1,180.54,0.181,147.85,147.85,63.19,84.66,0.573
O005964,2024-07-04,P029,Product 29,Beauty,Organic,2,120.02,0.151,91.76,183.52,75.62,107.9,0.588
O005965,2024-07-28,P005,Product 5,Supplements,Google,1,175.24,0.177,129.83,129.83,70.97,58.86,0.453
O005966,2024-01-15,P043,Product 43,Supplements,Email,2,161.18,0.161,135.2,270.4,145.06,125.33,0.464
O005967,2025-06-27,P019,Product 19,Accessories,Organic,1,98.34,0.299,62.02,62.02,26.55,35.46,0.572
O005968,2024-11-21,P019,Product 19,Accessories,Email,1,98.34,0.066,119.45,119.45,38.35,81.1,0.679
O005969,2024-09-09,P022,Product 22,Beauty,Email,1,71.35,0.072,66.23,66.23,24.97,41.26,0.623
O005970,2025-06-08,P048,Product 48,Accessories,Google,1,149.98,0.084,123.7,123.7,40.49,83.2,0.673
O005971,2024-06-21,P040,Product 40,Electronics,Referral,1,157.87,0.172,117.6,117.6,106.56,11.04,0.094
O005972,2024-01-02,P004,Product 4,Supplements,Referral,1,33.5,0.294,23.64,23.64,15.07,8.56,0.362
O005973,2024-06-11,P010,Product 10,Accessories,Google,1,129.23,0.178,95.65,95.65,34.89,60.76,0.635
O005974,2025-05-28,P048,Product 48,Accessories,Facebook,1,149.98,0.28,108.03,108.03,44.99,63.04,0.584
O005975,2025-05-28,P037,Product 37,Home,Email,2,115.4,0.104,103.42,206.84,126.94,79.9,0.386
O005976,2024-03-17,P019,Product 19,Accessories,Facebook,1,98.34,0.156,82.99,82.99,29.5,53.49,0.645
O005977,2024-09-17,P030,Product 30,Accessories,Referral,1,194.37,0.249,146.03,146.03,58.31,87.72,0.601
O005978,2024-06-27,P030,Product 30,Accessories,Google,3,194.37,0.075,161.73,485.2,157.44,327.76,0.676
O005979,2024-01-13,P040,Product 40,Electronics,Organic,1,157.87,0.265,116.09,116.09,118.4,-2.31,-0.02
O005980,2025-06-07,P039,Product 39,Accessories,Organic,1,28.79,0.226,20.05,20.05,7.77,12.28,0.612
O005981,2024-09-27,P016,Product 16,Supplements,Google,2,85.76,0.141,73.67,147.33,77.18,70.15,0.476
O005982,2024-01-08,P006,Product 6,Home,Organic,1,41.43,0.106,37.03,37.03,22.79,14.25,0.385
O005983,2025-03-24,P035,Product 35,Beauty,Facebook,1,114.84,0.119,101.21,101.21,40.2,61.02,0.603
O005984,2025-02-27,P031,Product 31,Beauty,Facebook,1,98.2,0.38,60.88,60.88,34.37,26.51,0.435
O005985,2024-11-16,P049,Product 49,Supplements,Referral,2,118.83,0.167,128.68,257.35,139.03,118.32,0.46
O005986,2025-04-18,P049,Product 49,Supplements,Organic,1,118.83,0.3,83.15,83.15,53.47,29.68,0.357
O005987,2025-03-07,P022,Product 22,Beauty,Referral,2,71.35,0.139,61.44,122.88,49.95,72.93,0.594
O005988,2024-04-28,P020,Product 20,Beauty,Referral,1,190.54,0.286,136.13,136.13,66.69,69.44,0.51
O005989,2024-05-27,P008,Product 8,Beauty,Organic,1,148.57,0.162,124.48,124.48,52.0,72.48,0.582
O005990,2025-01-31,P045,Product 45,Beauty,Referral,1,36.44,0.191,29.48,29.48,12.75,16.73,0.567
O005991,2025-06-27,P016,Product 16,Supplements,Facebook,1,85.76,0.16,64.81,64.81,34.73,30.08,0.464
O005992,2024-04-17,P019,Product 19,Accessories,Google,1,98.34,0.217,77.01,77.01,29.5,47.51,0.617
O005993,2025-05-23,P029,Product 29,Beauty,Organic,1,120.02,0.167,99.99,99.99,42.01,57.98,0.58
O005994,2024-09-11,P011,Product 11,Beauty,Organic,1,112.08,0.085,102.56,102.56,39.23,63.33,0.617
O005995,2024-08-18,P021,Product 21,Home,Facebook,1,119.21,0.196,86.3,86.3,59.01,27.29,0.316
O005996,2024-02-20,P042,Product 42,Supplements,Organic,1,51.79,0.314,35.52,35.52,23.3,12.22,0.344
O005997,2025-03-14,P033,Product 33,Home,Email,1,23.37,0.181,19.14,19.14,12.85,6.29,0.329
O005998,2025-06-05,P013,Product 13,Supplements,Organic,2,128.19,0.367,73.01,146.03,103.84,42.19,0.289
O005999,2024-09-10,P031,Product 31,Beauty,Google,2,98.2,0.208,77.77,155.55,68.74,86.8,0.558
O006000,2024-11-23,P024,Product 24,Home,Organic,2,96.43,0.258,93.0,186.01,137.89,48.11,0.259
O006001,2025-02-17,P049,Product 49,Supplements,Referral,3,118.83,0.305,82.55,247.65,160.42,87.23,0.352
O006002,2025-03-06,P030,Product 30,Accessories,Referral,2,194.37,0.284,139.09,278.18,116.62,161.55,0.581
O006003,2024-09-10,P012,Product 12,Home,Organic,2,19.27,0.191,15.59,31.17,21.19,9.98,0.32
O006004,2025-03-10,P018,Product 18,Supplements,Facebook,2,174.09,0.247,131.13,262.26,156.68,105.58,0.403
O006005,2025-04-25,P026,Product 26,Supplements,Referral,2,183.22,0.101,164.78,329.56,164.9,164.66,0.5
O006006,2024-05-18,P034,Product 34,Accessories,Google,2,86.91,0.093,78.85,157.71,52.14,105.57,0.669
O006007,2024-12-09,P025,Product 25,Home,Referral,1,106.61,0.225,107.36,107.36,76.22,31.14,0.29
O006008,2024-02-23,P009,Product 9,Beauty,Facebook,2,48.64,0.241,36.94,73.88,34.05,39.83,0.539
O006009,2024-02-07,P018,Product 18,Supplements,Organic,3,174.09,0.176,143.49,430.46,235.02,195.44,0.454
O006010,2024-11-10,P046,Product 46,Electronics,Referral,1,130.31,0.344,111.09,111.09,127.05,-15.96,-0.144
O006011,2025-06-05,P005,Product 5,Supplements,Organic,1,175.24,0.11,140.43,140.43,70.97,69.45,0.495
O006012,2024-10-22,P011,Product 11,Beauty,Organic,1,112.08,0.232,86.08,86.08,39.23,46.86,0.544
O006013,2025-04-15,P006,Product 6,Home,Organic,2,41.43,0.222,32.25,64.5,45.57,18.93,0.293
O006014,2024-01-09,P031,Product 31,Beauty,Facebook,1,98.2,0.187,79.88,79.88,34.37,45.51,0.57
O006015,2024-04-11,P019,Product 19,Accessories,Email,3,98.34,0.325,66.35,199.04,88.51,110.53,0.555
O006016,2024-10-29,P012,Product 12,Home,Google,2,19.27,0.161,16.16,32.32,21.19,11.12,0.344
O006017,2024-02-05,P001,Product 1,Home,Referral,1,190.88,0.232,146.61,146.61,104.99,41.63,0.284
O006018,2024-10-27,P005,Product 5,Supplements,Organic,3,175.24,0.108,156.29,468.88,236.58,232.3,0.495
O006019,2024-04-27,P001,Product 1,Home,Referral,1,190.88,0.195,153.7,153.7,104.99,48.72,0.317
O006020,2024-09-10,P036,Product 36,Beauty,Google,1,193.57,0.232,148.63,148.63,67.75,80.88,0.544
O006021,2024-04-02,P023,Product 23,Accessories,Email,3,57.72,0.146,49.27,147.82,51.94,95.88,0.649
O006022,2024-08-31,P007,Product 7,Supplements,Email,1,18.81,0.113,15.02,15.02,7.62,7.4,0.493
O006023,2024-08-20,P045,Product 45,Beauty,Email,2,36.44,0.097,29.61,59.21,22.95,36.26,0.612
O006024,2024-08-03,P017,Product 17,Home,Organic,2,124.6,0.22,87.51,175.03,123.35,51.68,0.295
O006025,2024-10-27,P022,Product 22,Beauty,Google,3,71.35,0.169,59.3,177.9,74.92,102.98,0.579
O006026,2024-10-13,P018,Product 18,Supplements,Email,1,174.09,0.18,142.81,142.81,78.34,64.47,0.451
O006027,2024-08-15,P015,Product 15,Home,Referral,1,82.78,0.363,47.44,47.44,40.97,6.47,0.136
O006028,2024-01-05,P019,Product 19,Accessories,Organic,3,98.34,0.278,71.03,213.08,88.51,124.57,0.585
O006029,2025-01-28,P039,Product 39,Accessories,Google,1,28.79,0.207,22.84,22.84,8.64,14.2,0.622
O006030,2025-06-08,P035,Product 35,Beauty,Email,3,114.84,0.154,87.46,262.38,108.53,153.85,0.586
O006031,2024-09-17,P040,Product 40,Electronics,Google,1,157.87,0.153,133.75,133.75,118.4,15.35,0.115
O006032,2024-03-22,P042,Product 42,Supplements,Google,1,51.79,0.09,47.11,47.11,23.3,23.8,0.505
O006033,2025-05-21,P020,Product 20,Beauty,Google,1,190.54,0.249,143.09,143.09,66.69,76.4,0.534
O006034,2024-08-01,P010,Product 10,Accessories,Organic,2,129.23,0.09,105.87,211.74,69.79,141.96,0.67
O006035,2025-06-05,P035,Product 35,Beauty,Email,1,114.84,0.118,91.12,91.12,36.18,54.94,0.603
O006036,2024-06-07,P021,Product 21,Home,Email,1,119.21,0.145,91.69,91.69,59.01,32.68,0.356
O006037,2024-07-08,P027,Product 27,Home,Email,1,48.71,0.243,33.2,33.2,24.11,9.09,0.274
O006038,2024-02-17,P027,Product 27,Home,Google,2,48.71,0.168,40.55,81.09,53.59,27.51,0.339
O006039,2025-01-29,P019,Product 19,Accessories,Email,1,98.34,0.131,85.43,85.43,29.5,55.92,0.655
O006040,2024-09-30,P002,Product 2,Supplements,Google,1,159.24,0.281,114.45,114.45,71.66,42.79,0.374
O006041,2024-06-01,P027,Product 27,Home,Email,1,48.71,0.316,29.99,29.99,24.11,5.88,0.196
O006042,2025-03-13,P029,Product 29,Beauty,Organic,1,120.02,0.187,97.53,97.53,42.01,55.53,0.569
O006043,2025-06-23,P026,Product 26,Supplements,Google,1,183.22,0.293,116.56,116.56,74.21,42.36,0.363
O006044,2025-02-23,P034,Product 34,Accessories,Referral,2,86.91,0.131,75.51,151.01,52.14,98.87,0.655
O006045,2025-01-03,P041,Product 41,Home,Organic,1,69.3,0.186,56.42,56.42,38.11,18.3,0.324
O006046,2024-01-01,P027,Product 27,Home,Referral,1,48.71,0.32,33.12,33.12,26.79,6.32,0.191
O006047,2025-02-27,P039,Product 39,Accessories,Facebook,3,28.79,0.173,23.81,71.42,25.91,45.51,0.637
O006048,2025-03-11,P008,Product 8,Beauty,Email,1,148.57,0.168,123.59,123.59,52.0,71.59,0.579
O006049,2024-03-19,P021,Product 21,Home,Organic,2,119.21,0.096,107.82,215.65,131.13,84.52,0.392
O006050,2024-05-26,P007,Product 7,Supplements,Email,1,18.81,0.244,14.22,14.22,8.46,5.76,0.405
O006051,2025-06-05,P021,Product 21,Home,Facebook,1,119.21,0.135,92.81,92.81,59.01,33.81,0.364
O006052,2025-05-02,P024,Product 24,Home,Google,1,96.43,0.142,82.76,82.76,53.04,29.72,0.359
O006053,2024-09-07,P033,Product 33,Home,Organic,1,23.37,0.253,17.45,17.45,12.85,4.6,0.263
O006054,2024-03-03,P038,Product 38,Electronics,Email,2,69.81,0.258,51.82,103.64,104.72,-1.08,-0.01
O006055,2024-06-20,P038,Product 38,Electronics,Referral,2,69.81,0.222,48.89,97.77,94.24,3.53,0.036
O006056,2025-03-27,P039,Product 39,Accessories,Facebook,1,28.79,0.165,24.04,24.04,8.64,15.4,0.641
O006057,2024-12-10,P021,Product 21,Home,Referral,1,119.21,0.16,130.13,130.13,85.23,44.89,0.345
O006058,2025-06-18,P035,Product 35,Beauty,Organic,2,114.84,0.236,79.01,158.03,72.35,85.68,0.542
O006059,2025-06-20,P003,Product 3,Accessories,Email,1,43.86,0.14,33.93,33.93,11.84,22.09,0.651
O006060,2024-11-02,P018,Product 18,Supplements,Referral,1,174.09,0.29,160.71,160.71,101.84,58.87,0.366
O006061,2024-05-20,P001,Product 1,Home,Referral,2,190.88,0.151,162.12,324.24,209.97,114.27,0.352
O006062,2024-09-18,P042,Product 42,Supplements,Email,2,51.79,0.143,44.4,88.79,46.61,42.18,0.475
O006063,2024-02-01,P035,Product 35,Beauty,Google,1,114.84,0.188,93.26,93.26,40.2,53.06,0.569
O006064,2024-08-16,P017,Product 17,Home,Google,1,124.6,0.131,97.44,97.44,61.68,35.76,0.367
O006065,2024-05-30,P013,Product 13,Supplements,Facebook,1,128.19,0.141,110.15,110.15,57.69,52.46,0.476
O006066,2024-06-14,P023,Product 23,Accessories,Email,3,57.72,0.203,41.42,124.26,46.75,77.51,0.624
O006067,2025-05-30,P029,Product 29,Beauty,Facebook,2,120.02,0.113,106.43,212.86,84.02,128.85,0.605
O006068,2024-09-18,P014,Product 14,Beauty,Google,1,23.63,0.177,19.45,19.45,8.27,11.18,0.575
O006069,2025-02-07,P018,Product 18,Supplements,Referral,1,174.09,0.245,131.48,131.48,78.34,53.14,0.404
O006070,2025-03-17,P002,Product 2,Supplements,Referral,1,159.24,0.296,112.07,112.07,71.66,40.41,0.361
O006071,2024-12-25,P018,Product 18,Supplements,Facebook,1,174.09,0.292,160.21,160.21,101.84,58.37,0.364
O006072,2025-02-15,P039,Product 39,Accessories,Organic,1,28.79,0.114,25.5,25.5,8.64,16.86,0.661
O006073,2024-10-13,P019,Product 19,Accessories,Google,1,98.34,0.106,87.88,87.88,29.5,58.38,0.664
O006074,2024-09-23,P037,Product 37,Home,Referral,1,115.4,0.227,89.18,89.18,63.47,25.71,0.288
O006075,2025-05-15,P029,Product 29,Beauty,Google,2,120.02,0.15,102.08,204.15,84.02,120.14,0.588
O006076,2024-09-18,P029,Product 29,Beauty,Organic,1,120.02,0.203,95.67,95.67,42.01,53.66,0.561
O006077,2024-04-18,P015,Product 15,Home,Email,1,82.78,0.164,69.19,69.19,45.53,23.66,0.342
O006078,2024-01-13,P011,Product 11,Beauty,Facebook,1,112.08,0.115,99.22,99.22,39.23,60.0,0.605
O006079,2024-08-16,P001,Product 1,Home,Organic,1,190.88,0.105,153.78,153.78,94.49,59.29,0.386
O006080,2025-06-15,P026,Product 26,Supplements,Referral,3,183.22,0.194,132.98,398.94,222.62,176.32,0.442
O006081,2025-01-05,P031,Product 31,Beauty,Email,1,98.2,0.069,91.4,91.4,34.37,57.02,0.624
O006082,2025-03-09,P006,Product 6,Home,Referral,1,41.43,0.102,37.22,37.22,22.79,14.43,0.388
O006083,2024-08-08,P031,Product 31,Beauty,Referral,1,98.2,0.271,64.46,64.46,30.93,33.52,0.52
O006084,2024-03-08,P037,Product 37,Home,Organic,2,115.4,0.409,68.2,136.4,126.94,9.46,0.069
O006085,2024-05-23,P001,Product 1,Home,Referral,1,190.88,0.104,171.0,171.0,104.99,66.02,0.386
O006086,2024-10-09,P003,Product 3,Accessories,Email,2,43.86,0.256,32.63,65.27,26.32,38.95,0.597
O006087,2025-02-03,P049,Product 49,Supplements,Facebook,3,118.83,0.266,87.28,261.83,160.42,101.41,0.387
O006088,2024-12-24,P018,Product 18,Supplements,Email,1,174.09,0.34,149.27,149.27,101.84,47.43,0.318
O006089,2024-09-07,P001,Product 1,Home,Email,1,190.88,0.095,172.76,172.76,104.99,67.77,0.392
O006090,2025-02-27,P016,Product 16,Supplements,Organic,1,85.76,0.113,76.03,76.03,38.59,37.44,0.492
O006091,2025-05-12,P013,Product 13,Supplements,Google,1,128.19,0.197,102.9,102.9,57.69,45.21,0.439
O006092,2024-12-10,P021,Product 21,Home,Referral,1,119.21,0.258,114.94,114.94,85.23,29.71,0.258
O006093,2025-03-02,P044,Product 44,Supplements,Facebook,3,28.7,0.375,17.92,53.77,38.74,15.03,0.279
O006094,2025-01-11,P015,Product 15,Home,Facebook,2,82.78,0.278,59.81,119.61,91.05,28.56,0.239
O006095,2024-09-25,P036,Product 36,Beauty,Organic,1,193.57,0.389,118.27,118.27,67.75,50.52,0.427
O006096,2025-03-25,P006,Product 6,Home,Google,1,41.43,0.238,31.56,31.56,22.79,8.77,0.278
